height_data,LW,LN,P,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
84.03992973,0,1,0,B,A,A,B,A,B,B,A,A,A,B,B,A,B,B,A,A,B,B,A
76.52205529,0,1,0,B,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,A,A,B
80.80944314,0,1,0,B,A,A,B,A,B,A,B,B,A,A,B,B,B,B,B,B,B,A,B
80.02326031,0,1,0,B,A,A,B,A,B,A,B,A,B,A,B,B,A,A,A,B,B,A,B
82.48575196,0,1,0,B,A,A,B,A,B,A,B,A,A,B,B,B,B,B,B,A,B,B,B
79.848979,0,1,0,B,A,A,B,A,B,A,A,B,B,A,A,B,B,B,A,B,A,B,B
84.12026947,0,1,0,B,A,A,B,A,B,A,A,B,A,B,A,A,A,A,B,B,A,A,B
82.91803109,0,1,0,B,A,A,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A
85.94957694,0,1,0,B,A,A,B,A,B,A,A,A,A,B,B,B,A,B,A,A,A,A,B
78.40666555,0,1,0,B,A,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B
81.96199327,0,1,0,B,A,A,B,A,A,B,B,B,A,A,B,A,B,A,A,B,B,A,A
79.34072772,0,1,0,B,A,A,B,A,A,B,B,A,B,A,A,A,B,A,B,B,B,B,B
84.23068715,0,1,0,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,A,A,B,A,A
79.72019973,0,1,0,B,A,A,B,A,A,B,A,B,B,B,B,A,A,A,B,A,B,B,B
82.85016449,0,1,0,B,A,A,B,A,A,B,A,B,A,A,A,B,A,A,B,B,A,A,A
82.93353742,0,1,0,B,A,A,B,A,A,B,A,A,B,A,B,A,B,B,A,B,A,A,A
86.6382338,0,1,0,B,A,A,B,A,A,B,A,A,A,A,A,A,B,B,B,B,A,B,A
78.50803104,0,1,0,B,A,A,B,A,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A
81.72022803,0,1,0,B,A,A,B,A,A,A,B,B,A,A,B,A,B,A,A,B,B,A,B
81.6872607,0,1,0,B,A,A,B,A,A,A,B,A,B,A,B,B,A,B,B,A,B,A,B
84.12047718,0,1,0,B,A,A,B,A,A,A,B,A,A,A,A,A,B,A,A,A,B,A,A
80.90572134,0,1,0,B,A,A,B,A,A,A,A,B,B,A,A,B,A,A,B,B,A,A,A
83.65391851,0,1,0,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,B,A,B,A,A
83.9097211,0,1,0,B,A,A,B,A,A,A,A,A,B,A,A,B,B,A,B,B,A,B,B
86.17001806,0,1,0,B,A,A,B,A,A,A,A,A,A,B,A,B,A,B,A,A,A,B,A
133.818772,0,1,0,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,B,A,A
137.2368294,0,1,0,B,A,A,A,B,B,B,B,B,A,A,B,A,A,B,A,B,A,B,B
135.2941411,0,1,0,B,A,A,A,B,B,B,B,A,B,B,A,B,B,A,A,A,A,B,B
137.708149,0,1,0,B,A,A,A,B,B,B,B,A,A,A,B,A,A,B,B,A,A,A,A
136.7849535,0,1,0,B,A,A,A,B,B,B,A,B,B,B,B,B,B,B,A,A,A,A,B
140.5418331,0,1,0,B,A,A,A,B,B,B,A,B,A,B,A,A,A,B,B,B,A,A,A
139.3456329,0,1,0,B,A,A,A,B,B,B,A,A,B,A,B,B,A,A,A,B,B,B,B
141.5046987,0,1,0,B,A,A,A,B,B,B,A,A,A,A,B,B,B,B,A,B,A,A,B
134.5069019,0,1,0,B,A,A,A,B,B,A,B,B,B,B,B,A,A,B,A,A,B,A,A
138.4819622,0,1,0,B,A,A,A,B,B,A,B,B,A,A,B,B,A,A,A,B,B,B,A
136.6109485,0,1,0,B,A,A,A,B,B,A,B,A,B,A,A,A,A,A,B,B,A,A,B
138.1802901,0,1,0,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,B,A,B,B,B
137.1776427,0,1,0,B,A,A,A,B,B,A,A,B,B,B,A,B,A,A,A,A,B,B,B
140.2556389,0,1,0,B,A,A,A,B,B,A,A,B,A,A,B,B,B,A,A,A,A,B,A
139.3011633,0,1,0,B,A,A,A,B,B,A,A,A,B,A,B,B,A,B,B,A,B,A,B
141.9685907,0,1,0,B,A,A,A,B,B,A,A,A,A,A,A,A,B,B,A,B,B,A,A
135.610539,0,1,0,B,A,A,A,B,A,B,B,B,B,A,B,B,B,B,B,A,A,B,A
138.3538032,0,1,0,B,A,A,A,B,A,B,B,B,A,B,A,A,A,B,B,B,A,A,A
137.2662843,0,1,0,B,A,A,A,B,A,B,B,A,B,A,A,B,B,B,A,A,A,A,B
140.223799,0,1,0,B,A,A,A,B,A,B,B,A,A,B,A,B,B,A,B,A,A,A,A
137.5143069,0,1,0,B,A,A,A,B,A,B,A,B,B,B,B,A,A,B,A,A,B,B,B
140.8864121,0,1,0,B,A,A,A,B,A,B,A,B,A,A,A,B,B,A,B,B,B,A,B
139.4900535,0,1,0,B,A,A,A,B,A,B,A,A,B,B,B,A,A,B,A,B,A,B,A
143.9820502,0,1,0,B,A,A,A,B,A,B,A,A,A,A,B,A,B,A,B,B,B,A,B
136.1447355,0,1,0,B,A,A,A,B,A,A,B,B,B,A,A,B,B,B,A,B,B,A,A
139.3266881,0,1,0,B,A,A,A,B,A,A,B,B,A,B,B,B,A,B,A,A,A,B,A
137.6557375,0,1,0,B,A,A,A,B,A,A,B,A,B,A,B,A,A,A,A,B,B,A,A
141.1840246,0,1,0,B,A,A,A,B,A,A,B,A,A,A,A,A,A,B,B,B,A,B,A
138.4192072,0,1,0,B,A,A,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,B
142.0399703,0,1,0,B,A,A,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,A,B
139.9701304,0,1,0,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B,A,A
143.9220291,0,1,0,B,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,B,A
136.797214,0,1,0,B,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B,A,A,A,B
139.5428649,0,1,0,B,A,A,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A
138.6112437,0,1,0,B,A,A,A,A,B,B,B,A,B,A,A,A,A,B,A,B,A,A,A
142.3964965,0,1,0,B,A,A,A,A,B,B,B,A,A,B,B,A,B,B,A,A,B,B,B
138.9093025,0,1,0,B,A,A,A,A,B,B,A,B,B,B,A,B,A,B,B,B,A,A,A
142.7823712,0,1,0,B,A,A,A,A,B,B,A,B,A,A,B,A,B,B,B,A,A,A,A
142.1032819,0,1,0,B,A,A,A,A,B,B,A,A,B,B,A,B,B,B,A,B,A,B,B
144.1855025,0,1,0,B,A,A,A,A,B,B,A,A,A,B,B,A,A,A,B,A,B,A,B
136.4604554,0,1,0,B,A,A,A,A,B,A,B,B,B,A,B,A,B,B,B,B,A,A,B
140.151477,0,1,0,B,A,A,A,A,B,A,B,B,A,A,A,A,B,B,B,A,A,A,B
138.5474861,0,1,0,B,A,A,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,A,A
142.2670795,0,1,0,B,A,A,A,A,B,A,B,A,A,A,B,B,A,B,B,B,A,B,A
140.2269488,0,1,0,B,A,A,A,A,B,A,A,B,B,B,A,B,A,A,B,A,A,B,A
142.1586585,0,1,0,B,A,A,A,A,B,A,A,B,A,A,A,B,A,B,B,B,A,A,A
141.8619882,0,1,0,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,A,A,B,A
144.9444364,0,1,0,B,A,A,A,A,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B
136.7244899,0,1,0,B,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,A,A,B,B
140.7935883,0,1,0,B,A,A,A,A,A,B,B,B,A,B,A,B,A,B,B,A,B,A,B
139.4500053,0,1,0,B,A,A,A,A,A,B,B,A,B,A,A,B,A,B,B,B,A,A,B
143.5075556,0,1,0,B,A,A,A,A,A,B,B,A,A,B,B,A,A,A,B,B,A,A,A
139.8076122,0,1,0,B,A,A,A,A,A,B,A,B,B,A,B,A,B,B,B,A,B,B,B
144.0267898,0,1,0,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B
142.285334,0,1,0,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,B,B
144.7872771,0,1,0,B,A,A,A,A,A,B,A,A,A,B,B,A,B,B,B,A,B,B,A
137.258104,0,1,0,B,A,A,A,A,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B
141.9461067,0,1,0,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,A,A,B,B
139.9783621,0,1,0,B,A,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,A,A
143.8812967,0,1,0,B,A,A,A,A,A,A,B,A,A,A,B,B,A,B,A,B,B,A,B
141.3598397,0,1,0,B,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B
144.591985,0,1,0,B,A,A,A,A,A,A,A,B,A,B,A,A,A,B,B,B,A,A,B
143.2127393,0,1,0,B,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,A,A,B,A
145.9260791,0,1,0,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B,A,B,B,A
70.41728979,0,1,0,A,B,B,B,B,B,B,B,B,B,A,B,A,B,B,A,B,B,A,A
74.70282198,0,1,0,A,B,B,B,B,B,B,B,B,A,B,B,B,A,B,A,B,A,A,B
72.82459459,0,1,0,A,B,B,B,B,B,B,B,A,B,B,A,A,A,A,A,A,A,B,B
76.59302981,0,1,0,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,A,B,B,A,A
74.14123513,0,1,0,A,B,B,B,B,B,B,A,B,B,A,A,A,B,B,A,A,A,A,A
76.68058554,0,1,0,A,B,B,B,B,B,B,A,B,A,B,A,B,B,A,A,B,A,B,A
75.56836849,0,1,0,A,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,B,B
79.74449097,0,1,0,A,B,B,B,B,B,B,A,A,A,B,A,B,B,A,A,A,B,B,B
70.75183281,0,1,0,A,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,A,A,B
74.40583831,0,1,0,A,B,B,B,B,B,A,B,B,A,A,A,B,A,A,A,B,B,B,B
73.32481587,0,1,0,A,B,B,B,B,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A
78.36012978,0,1,0,A,B,B,B,B,B,A,B,A,A,A,B,A,A,A,B,A,A,A,A
74.72980407,0,1,0,A,B,B,B,B,B,A,A,B,B,B,A,B,A,A,A,B,A,A,A
77.04611102,0,1,0,A,B,B,B,B,B,A,A,B,A,B,A,A,A,B,B,A,B,A,B
76.7898764,0,1,0,A,B,B,B,B,B,A,A,A,B,A,B,B,A,B,B,B,A,A,B
79.7439114,0,1,0,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,B,B,B,B
72.59592296,0,1,0,A,B,B,B,B,A,B,B,B,B,A,B,A,A,B,A,A,A,A,B
75.25840601,0,1,0,A,B,B,B,B,A,B,B,B,A,B,A,A,A,B,A,A,B,B,B
73.17700422,0,1,0,A,B,B,B,B,A,B,B,A,B,A,A,A,A,B,B,A,A,B,B
78.07604157,0,1,0,A,B,B,B,B,A,B,B,A,A,A,B,B,B,B,A,A,A,B,B
74.94818044,0,1,0,A,B,B,B,B,A,B,A,B,B,B,B,B,B,A,B,B,B,B,B
78.52487897,0,1,0,A,B,B,B,B,A,B,A,B,A,A,A,B,A,A,A,B,A,A,B
77.19926253,0,1,0,A,B,B,B,B,A,B,A,A,B,B,B,B,A,A,A,A,A,A,B
79.26968422,0,1,0,A,B,B,B,B,A,B,A,A,A,B,B,A,B,A,B,A,A,B,B
73.73020469,0,1,0,A,B,B,B,B,A,A,B,B,B,A,A,A,B,B,A,A,B,B,A
76.10484207,0,1,0,A,B,B,B,B,A,A,B,B,A,B,B,A,A,A,A,A,B,A,B
75.02723296,0,1,0,A,B,B,B,B,A,A,B,A,B,A,B,B,B,A,B,A,B,A,B
77.89303308,0,1,0,A,B,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,B,A
75.85575173,0,1,0,A,B,B,B,B,A,A,A,B,B,A,B,B,A,B,B,B,A,B,B
77.49063993,0,1,0,A,B,B,B,B,A,A,A,B,A,A,B,A,B,A,A,A,A,B,A
76.70743252,0,1,0,A,B,B,B,B,A,A,A,A,B,B,B,A,B,B,B,A,A,B,A
80.82070604,0,1,0,A,B,B,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A
73.9513332,0,1,0,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B,A
76.54371719,0,1,0,A,B,B,B,A,B,B,B,B,A,A,B,B,A,B,B,A,B,A,A
74.09049705,0,1,0,A,B,B,B,A,B,B,B,A,B,A,A,A,A,B,A,A,B,A,A
79.94748708,0,1,0,A,B,B,B,A,B,B,B,A,A,A,A,B,A,B,A,A,B,B,B
76.85960761,0,1,0,A,B,B,B,A,B,B,A,B,B,B,B,A,B,B,B,B,B,A,B
78.31499022,0,1,0,A,B,B,B,A,B,B,A,B,A,A,A,A,B,B,B,B,B,B,B
77.59199695,0,1,0,A,B,B,B,A,B,B,A,A,B,A,B,B,B,A,A,A,A,B,B
81.8276347,0,1,0,A,B,B,B,A,B,B,A,A,A,A,A,B,B,B,A,A,B,A,A
73.66145151,0,1,0,A,B,B,B,A,B,A,B,B,B,B,B,A,B,A,A,A,B,B,B
76.9522134,0,1,0,A,B,B,B,A,B,A,B,B,A,A,A,A,A,A,A,B,B,B,A
75.39594251,0,1,0,A,B,B,B,A,B,A,B,A,B,A,A,A,A,B,B,A,B,B,B
80.06815963,0,1,0,A,B,B,B,A,B,A,B,A,A,B,A,B,A,B,B,A,B,A,B
76.12412754,0,1,0,A,B,B,B,A,B,A,A,B,B,A,A,B,A,A,B,A,B,B,A
81.1874463,0,1,0,A,B,B,B,A,B,A,A,B,A,B,B,B,B,B,B,B,A,B,A
77.85616669,0,1,0,A,B,B,B,A,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B
82.01576141,0,1,0,A,B,B,B,A,B,A,A,A,A,B,B,A,A,B,A,B,A,B,B
74.80956784,0,1,0,A,B,B,B,A,A,B,B,B,B,A,A,B,B,A,A,A,A,B,B
77.40198739,0,1,0,A,B,B,B,A,A,B,B,B,A,B,A,A,A,A,B,A,A,A,B
76.46739707,0,1,0,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,A,B,B,B
80.12859297,0,1,0,A,B,B,B,A,A,B,B,A,A,A,B,B,B,A,B,A,A,B,B
77.40039147,0,1,0,A,B,B,B,A,A,B,A,B,B,A,B,B,A,B,B,B,B,B,A
80.21141514,0,1,0,A,B,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,B,B,A
79.18600411,0,1,0,A,B,B,B,A,A,B,A,A,B,A,A,A,B,B,B,A,B,B,B
82.29556719,0,1,0,A,B,B,B,A,A,B,A,A,A,A,B,A,B,B,A,A,A,B,A
74.73571899,0,1,0,A,B,B,B,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A
77.76377371,0,1,0,A,B,B,B,A,A,A,B,B,A,A,B,A,A,B,B,A,B,B,B
77.93957885,0,1,0,A,B,B,B,A,A,A,B,A,B,A,B,B,A,B,A,A,B,B,A
80.34903262,0,1,0,A,B,B,B,A,A,A,B,A,A,B,B,B,A,A,B,B,A,A,B
77.76904829,0,1,0,A,B,B,B,A,A,A,A,B,B,A,A,A,B,B,B,A,A,B,A
80.83042907,0,1,0,A,B,B,B,A,A,A,A,B,A,A,B,B,B,A,B,B,B,B,B
80.62728571,0,1,0,A,B,B,B,A,A,A,A,A,B,A,B,A,A,B,A,B,B,A,A
83.23644253,0,1,0,A,B,B,B,A,A,A,A,A,A,B,B,A,B,A,B,B,B,A,B
131.6194861,0,1,0,A,B,B,A,B,B,B,B,B,B,A,A,A,A,B,A,B,A,A,A
134.0648561,0,1,0,A,B,B,A,B,B,B,B,B,A,B,B,A,A,B,A,A,B,B,A
132.6446024,0,1,0,A,B,B,A,B,B,B,B,A,B,A,B,A,A,B,B,B,A,A,A
135.391434,0,1,0,A,B,B,A,B,B,B,B,A,A,A,A,B,A,A,A,A,B,B,A
132.7098479,0,1,0,A,B,B,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,A,B
137.212515,0,1,0,A,B,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,A,A,A
135.6724482,0,1,0,A,B,B,A,B,B,B,A,A,B,A,A,B,B,B,A,A,A,B,A
139.0116676,0,1,0,A,B,B,A,B,B,B,A,A,A,A,A,B,B,B,B,A,B,A,A
130.0310796,0,1,0,A,B,B,A,B,B,A,B,B,B,A,A,B,B,A,B,B,A,A,A
134.6038797,0,1,0,A,B,B,A,B,B,A,B,B,A,B,B,A,B,A,A,A,A,B,B
133.3619543,0,1,0,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,B,A,B,B
136.8636353,0,1,0,A,B,B,A,B,B,A,B,A,A,A,B,B,A,B,B,B,A,A,B
133.9159438,0,1,0,A,B,B,A,B,B,A,A,B,B,A,B,B,B,A,B,A,A,A,B
137.1624264,0,1,0,A,B,B,A,B,B,A,A,B,A,B,A,A,B,B,A,A,A,A,B
135.5426337,0,1,0,A,B,B,A,B,B,A,A,A,B,B,B,B,A,B,B,B,A,A,A
139.8952499,0,1,0,A,B,B,A,B,B,A,A,A,A,A,A,A,B,A,A,A,A,B,B
132.981796,0,1,0,A,B,B,A,B,A,B,B,B,B,B,A,B,B,A,B,B,B,B,A
135.4841626,0,1,0,A,B,B,A,B,A,B,B,B,A,B,B,B,A,A,A,A,B,A,B
133.3088204,0,1,0,A,B,B,A,B,A,B,B,A,B,B,B,A,B,A,A,A,A,A,B
137.0527565,0,1,0,A,B,B,A,B,A,B,B,A,A,A,A,B,B,A,A,A,B,A,B
134.1140228,0,1,0,A,B,B,A,B,A,B,A,B,B,A,A,A,B,A,B,B,A,B,B
137.4667943,0,1,0,A,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A
135.9319581,0,1,0,A,B,B,A,B,A,B,A,A,B,B,B,A,B,A,A,A,A,B,A
139.5216883,0,1,0,A,B,B,A,B,A,B,A,A,A,B,B,B,B,B,B,B,B,B,B
132.8786418,0,1,0,A,B,B,A,B,A,A,B,B,B,B,A,B,A,B,A,A,A,B,B
136.8929429,0,1,0,A,B,B,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,A,B
136.8207536,0,1,0,A,B,B,A,B,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A
138.7115198,0,1,0,A,B,B,A,B,A,A,B,A,A,B,B,A,B,B,B,B,B,B,B
135.4696819,0,1,0,A,B,B,A,B,A,A,A,B,B,A,B,A,A,B,B,B,B,B,A
137.8223495,0,1,0,A,B,B,A,B,A,A,A,B,A,A,B,A,A,A,A,A,B,B,A
139.0741663,0,1,0,A,B,B,A,B,A,A,A,A,B,A,A,A,B,B,B,B,A,B,B
140.7996982,0,1,0,A,B,B,A,B,A,A,A,A,A,A,B,B,A,A,B,A,B,A,B
132.6548739,0,1,0,A,B,B,A,A,B,B,B,B,B,A,A,B,B,A,B,B,A,B,B
136.7759463,0,1,0,A,B,B,A,A,B,B,B,B,A,A,B,A,B,B,A,A,B,A,A
135.8690304,0,1,0,A,B,B,A,A,B,B,B,A,B,B,B,B,B,B,B,A,B,B,B
138.641796,0,1,0,A,B,B,A,A,B,B,B,A,A,B,A,A,A,A,B,B,B,A,B
135.2702215,0,1,0,A,B,B,A,A,B,B,A,B,B,B,B,A,B,B,A,A,B,A,A
137.8212877,0,1,0,A,B,B,A,A,B,B,A,B,A,A,B,A,A,B,B,B,A,A,A
139.2746439,0,1,0,A,B,B,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,A
142.4187421,0,1,0,A,B,B,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,A
133.2216148,0,1,0,A,B,B,A,A,B,A,B,B,B,B,B,A,B,B,B,A,A,A,A
137.3513926,0,1,0,A,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A,A,B,A,A
135.5021362,0,1,0,A,B,B,A,A,B,A,B,A,B,A,B,A,B,B,A,A,B,A,A
139.3658225,0,1,0,A,B,B,A,A,B,A,B,A,A,A,A,B,B,B,A,B,B,A,A
136.909873,0,1,0,A,B,B,A,A,B,A,A,B,B,A,B,B,B,B,B,B,B,A,A
139.8771053,0,1,0,A,B,B,A,A,B,A,A,B,A,B,A,A,A,B,B,A,B,A,B
138.6679896,0,1,0,A,B,B,A,A,B,A,A,A,B,B,A,B,A,B,A,A,B,B,A
142.2868531,0,1,0,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,B,B,B,A,A
134.8072959,0,1,0,A,B,B,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A
138.3367953,0,1,0,A,B,B,A,A,A,B,B,B,A,B,B,B,A,B,B,B,A,B,B
135.2865591,0,1,0,A,B,B,A,A,A,B,B,A,B,A,A,B,A,B,B,B,B,B,B
139.954188,0,1,0,A,B,B,A,A,A,B,B,A,A,B,A,A,B,B,A,A,B,B,B
137.8292821,0,1,0,A,B,B,A,A,A,B,A,B,B,A,A,B,B,A,A,B,A,A,B
141.297752,0,1,0,A,B,B,A,A,A,B,A,B,A,A,A,A,B,A,B,A,B,A,B
138.4303569,0,1,0,A,B,B,A,A,A,B,A,A,B,A,A,B,A,B,B,A,A,B,B
143.8463164,0,1,0,A,B,B,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B,A,B
135.3822312,0,1,0,A,B,B,A,A,A,A,B,B,B,A,B,A,B,A,A,A,A,B,B
138.0799251,0,1,0,A,B,B,A,A,A,A,B,B,A,B,B,B,A,A,B,B,B,A,B
138.7698611,0,1,0,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,A,A
141.1327753,0,1,0,A,B,B,A,A,A,A,B,A,A,B,A,A,B,B,A,B,B,B,A
138.296649,0,1,0,A,B,B,A,A,A,A,A,B,B,A,A,A,B,A,B,B,B,B,A
142.3177061,0,1,0,A,B,B,A,A,A,A,A,B,A,A,A,A,B,A,B,B,A,A,A
140.2757617,0,1,0,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,B,A,B,A,B
143.4295766,0,1,0,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A
76.21267551,0,1,0,A,B,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,A,B,B
77.04792822,0,1,0,A,B,A,B,B,B,B,B,B,A,B,A,A,A,A,B,B,A,B,A
75.53887248,0,1,0,A,B,A,B,B,B,B,B,A,B,B,A,B,B,A,A,A,B,B,A
79.66576932,0,1,0,A,B,A,B,B,B,B,B,A,A,B,A,A,B,B,A,B,A,A,B
77.29729093,0,1,0,A,B,A,B,B,B,B,A,B,B,B,B,B,A,B,B,A,B,A,B
80.35437788,0,1,0,A,B,A,B,B,B,B,A,B,A,A,B,B,B,B,A,B,A,A,A
79.46801087,0,1,0,A,B,A,B,B,B,B,A,A,B,A,B,B,B,B,A,A,B,B,A
83.49390683,0,1,0,A,B,A,B,B,B,B,A,A,A,A,A,B,B,B,B,B,A,A,A
74.40103632,0,1,0,A,B,A,B,B,B,A,B,B,B,B,A,B,A,B,B,B,B,A,B
78.42619907,0,1,0,A,B,A,B,B,B,A,B,B,A,A,A,B,A,B,B,A,A,A,B
76.56867762,0,1,0,A,B,A,B,B,B,A,B,A,B,A,B,A,A,B,A,A,A,B,A
80.84737535,0,1,0,A,B,A,B,B,B,A,B,A,A,A,B,B,A,B,B,B,A,A,B
77.97319483,0,1,0,A,B,A,B,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,B
80.29860691,0,1,0,A,B,A,B,B,B,A,A,B,A,A,B,B,B,A,B,A,A,A,B
79.52295392,0,1,0,A,B,A,B,B,B,A,A,A,B,B,B,B,A,B,B,B,A,B,B
82.83833113,0,1,0,A,B,A,B,B,B,A,A,A,A,B,A,B,B,A,B,B,B,B,B
75.65022056,0,1,0,A,B,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,B
78.07597714,0,1,0,A,B,A,B,B,A,B,B,B,A,B,A,B,A,A,A,A,B,A,B
77.49015672,0,1,0,A,B,A,B,B,A,B,B,A,B,A,B,B,B,B,B,A,A,B,A
81.70643507,0,1,0,A,B,A,B,B,A,B,B,A,A,A,B,B,B,B,B,B,A,B,A
78.18117246,0,1,0,A,B,A,B,B,A,B,A,B,B,A,A,B,B,A,A,A,B,A,A
81.34000054,0,1,0,A,B,A,B,B,A,B,A,B,A,A,B,B,B,A,A,B,A,A,A
79.8637091,0,1,0,A,B,A,B,B,A,B,A,A,B,B,B,B,A,B,A,B,A,A,B
84.54311898,0,1,0,A,B,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,B,B
75.42919677,0,1,0,A,B,A,B,B,A,A,B,B,B,B,B,B,B,A,B,A,A,A,B
78.91170374,0,1,0,A,B,A,B,B,A,A,B,B,A,B,A,A,A,A,A,A,A,B,B
77.1308212,0,1,0,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,A,B,A,A
82.10796866,0,1,0,A,B,A,B,B,A,A,B,A,A,B,A,B,A,A,B,A,A,A,A
78.97960277,0,1,0,A,B,A,B,B,A,A,A,B,B,A,A,B,A,A,A,A,A,A,B
81.66650519,0,1,0,A,B,A,B,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,A
80.12839799,0,1,0,A,B,A,B,B,A,A,A,A,B,B,B,A,B,A,A,A,B,A,A
83.81882183,0,1,0,A,B,A,B,B,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A
77.42853939,0,1,0,A,B,A,B,A,B,B,B,B,B,B,A,B,A,A,B,B,A,B,A
78.05119365,0,1,0,A,B,A,B,A,B,B,B,B,A,B,B,B,A,B,B,B,A,A,B
78.63950148,0,1,0,A,B,A,B,A,B,B,B,A,B,A,A,A,A,A,A,B,B,A,B
81.42429889,0,1,0,A,B,A,B,A,B,B,B,A,A,A,B,B,A,B,A,B,A,B,A
78.29557081,0,1,0,A,B,A,B,A,B,B,A,B,B,A,A,A,B,A,B,A,A,A,A
82.32077601,0,1,0,A,B,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A
80.77717996,0,1,0,A,B,A,B,A,B,B,A,A,B,B,A,B,B,A,A,A,B,A,A
84.68590673,0,1,0,A,B,A,B,A,B,B,A,A,A,B,B,B,A,A,B,B,B,A,A
77.51469269,0,1,0,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B
80.08448565,0,1,0,A,B,A,B,A,B,A,B,B,A,B,A,B,B,A,B,B,B,B,A
80.40872175,0,1,0,A,B,A,B,A,B,A,B,A,B,B,B,B,A,B,A,A,B,B,B
82.87089632,0,1,0,A,B,A,B,A,B,A,B,A,A,B,B,B,A,A,B,B,A,B,B
80.27975386,0,1,0,A,B,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,A,B,A
83.83316761,0,1,0,A,B,A,B,A,B,A,A,B,A,A,A,A,A,B,A,B,B,A,A
81.74097998,0,1,0,A,B,A,B,A,B,A,A,A,B,A,B,B,B,B,B,B,A,A,B
86.23118629,0,1,0,A,B,A,B,A,B,A,A,A,A,A,A,A,A,B,B,A,A,A,B
78.24053636,0,1,0,A,B,A,B,A,A,B,B,B,B,B,B,A,A,A,B,A,B,A,B
80.02779811,0,1,0,A,B,A,B,A,A,B,B,B,A,B,A,B,B,B,A,A,A,A,A
79.25015367,0,1,0,A,B,A,B,A,A,B,B,A,B,B,A,A,B,B,A,A,B,B,A
