"","height_data","i","j","k","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"Height.1672",74.6133783221977,0,0,1,1,0,1,0,0,0,1,0,0,0
"Height.1673",77.4911860729361,0,0,1,1,0,1,0,0,0,1,0,0,1
"Height.1674",76.7871132132851,0,0,1,1,0,1,0,0,0,1,0,1,0
"Height.1675",79.4550175665531,0,0,1,1,0,1,0,0,0,1,0,1,1
"Height.1676",78.4196082615395,0,0,1,1,0,1,0,0,0,1,1,0,0
"Height.1677",78.8629817903345,0,0,1,1,0,1,0,0,0,1,1,0,1
"Height.1678",79.6698098352981,0,0,1,1,0,1,0,0,0,1,1,1,0
"Height.1679",81.5008911057161,0,0,1,1,0,1,0,0,0,1,1,1,1
"Height.1680",74.8510368435636,0,0,1,1,0,1,0,0,1,0,0,0,0
"Height.1681",79.2013617422399,0,0,1,1,0,1,0,0,1,0,0,0,1
"Height.1682",76.1691401167843,0,0,1,1,0,1,0,0,1,0,0,1,0
"Height.1683",79.9208013071004,0,0,1,1,0,1,0,0,1,0,0,1,1
"Height.1684",78.08756434587,0,0,1,1,0,1,0,0,1,0,1,0,0
"Height.1685",80.5281671572184,0,0,1,1,0,1,0,0,1,0,1,0,1
"Height.1686",79.1691275940005,0,0,1,1,0,1,0,0,1,0,1,1,0
"Height.1687",82.9466420543494,0,0,1,1,0,1,0,0,1,0,1,1,1
"Height.1688",75.7533712555152,0,0,1,1,0,1,0,0,1,1,0,0,0
"Height.1689",78.8199616290538,0,0,1,1,0,1,0,0,1,1,0,0,1
"Height.1690",76.5700026828569,0,0,1,1,0,1,0,0,1,1,0,1,0
"Height.1691",81.6852224769379,0,0,1,1,0,1,0,0,1,1,0,1,1
"Height.1692",78.7395693527492,0,0,1,1,0,1,0,0,1,1,1,0,0
"Height.1693",80.4111172575833,0,0,1,1,0,1,0,0,1,1,1,0,1
"Height.1694",80.1778625477645,0,0,1,1,0,1,0,0,1,1,1,1,0
"Height.1695",83.0755359226927,0,0,1,1,0,1,0,0,1,1,1,1,1
"Height.1696",74.7714658864741,0,0,1,1,0,1,0,1,0,0,0,0,0
"Height.1697",79.2259876995884,0,0,1,1,0,1,0,1,0,0,0,0,1
"Height.1698",77.6882978034373,0,0,1,1,0,1,0,1,0,0,0,1,0
"Height.1699",80.7497481660854,0,0,1,1,0,1,0,1,0,0,0,1,1
"Height.1700",77.8766838567665,0,0,1,1,0,1,0,1,0,0,1,0,0
"Height.1701",81.1739256431881,0,0,1,1,0,1,0,1,0,0,1,0,1
"Height.1702",80.1193754269641,0,0,1,1,0,1,0,1,0,0,1,1,0
"Height.1703",84.9753525223441,0,0,1,1,0,1,0,1,0,0,1,1,1
"Height.1704",75.8973305903267,0,0,1,1,0,1,0,1,0,1,0,0,0
"Height.1705",80.8564147934978,0,0,1,1,0,1,0,1,0,1,0,0,1
"Height.1706",79.4575123361507,0,0,1,1,0,1,0,1,0,1,0,1,0
"Height.1707",81.7249713339227,0,0,1,1,0,1,0,1,0,1,0,1,1
"Height.1708",78.3903189365802,0,0,1,1,0,1,0,1,0,1,1,0,0
"Height.1709",82.604352387836,0,0,1,1,0,1,0,1,0,1,1,0,1
"Height.1710",81.507462333335,0,0,1,1,0,1,0,1,0,1,1,1,0
"Height.1711",84.4094744222463,0,0,1,1,0,1,0,1,0,1,1,1,1
"Height.1712",76.0475083979146,0,0,1,1,0,1,0,1,1,0,0,0,0
"Height.1713",79.4425655453534,0,0,1,1,0,1,0,1,1,0,0,0,1
"Height.1714",79.0804678915395,0,0,1,1,0,1,0,1,1,0,0,1,0
"Height.1715",82.4228543104804,0,0,1,1,0,1,0,1,1,0,0,1,1
"Height.1716",80.5817449821155,0,0,1,1,0,1,0,1,1,0,1,0,0
"Height.1717",82.6346342827719,0,0,1,1,0,1,0,1,1,0,1,0,1
"Height.1718",82.7198160841253,0,0,1,1,0,1,0,1,1,0,1,1,0
"Height.1719",85.4580350336178,0,0,1,1,0,1,0,1,1,0,1,1,1
"Height.1720",77.6589563276019,0,0,1,1,0,1,0,1,1,1,0,0,0
"Height.1721",81.2752213930422,0,0,1,1,0,1,0,1,1,1,0,0,1
"Height.1722",80.249428811966,0,0,1,1,0,1,0,1,1,1,0,1,0
"Height.1723",83.4918214493473,0,0,1,1,0,1,0,1,1,1,0,1,1
"Height.1724",80.8757700660431,0,0,1,1,0,1,0,1,1,1,1,0,0
"Height.1725",84.1478601045757,0,0,1,1,0,1,0,1,1,1,1,0,1
"Height.1726",83.1056437203313,0,0,1,1,0,1,0,1,1,1,1,1,0
"Height.1727",85.029380167131,0,0,1,1,0,1,0,1,1,1,1,1,1
"Height.1728",77.2759764482967,0,0,1,1,0,1,1,0,0,0,0,0,0
"Height.1729",79.3842320733991,0,0,1,1,0,1,1,0,0,0,0,0,1
"Height.1730",77.4284902260006,0,0,1,1,0,1,1,0,0,0,0,1,0
"Height.1731",82.3619343109624,0,0,1,1,0,1,1,0,0,0,0,1,1
"Height.1732",78.7514361636272,0,0,1,1,0,1,1,0,0,0,1,0,0
"Height.1733",82.8883124811986,0,0,1,1,0,1,1,0,0,0,1,0,1
"Height.1734",82.2241879664253,0,0,1,1,0,1,1,0,0,0,1,1,0
"Height.1735",84.5394262267357,0,0,1,1,0,1,1,0,0,0,1,1,1
"Height.1736",76.4712960022539,0,0,1,1,0,1,1,0,0,1,0,0,0
"Height.1737",80.2049770108185,0,0,1,1,0,1,1,0,0,1,0,0,1
"Height.1738",78.6427273130646,0,0,1,1,0,1,1,0,0,1,0,1,0
"Height.1739",82.5401264705334,0,0,1,1,0,1,1,0,0,1,0,1,1
"Height.1740",79.4340736350435,0,0,1,1,0,1,1,0,0,1,1,0,0
"Height.1741",83.3629785371093,0,0,1,1,0,1,1,0,0,1,1,0,1
"Height.1742",82.3939315350525,0,0,1,1,0,1,1,0,0,1,1,1,0
"Height.1743",84.8942391076969,0,0,1,1,0,1,1,0,0,1,1,1,1
"Height.1744",78.3833870671645,0,0,1,1,0,1,1,0,1,0,0,0,0
"Height.1745",80.1296585573618,0,0,1,1,0,1,1,0,1,0,0,0,1
"Height.1746",80.6752759473841,0,0,1,1,0,1,1,0,1,0,0,1,0
"Height.1747",83.397549914913,0,0,1,1,0,1,1,0,1,0,0,1,1
"Height.1748",80.2398294593543,0,0,1,1,0,1,1,0,1,0,1,0,0
"Height.1749",84.3167764053872,0,0,1,1,0,1,1,0,1,0,1,0,1
"Height.1750",83.7582898952978,0,0,1,1,0,1,1,0,1,0,1,1,0
"Height.1751",86.1852987400452,0,0,1,1,0,1,1,0,1,0,1,1,1
"Height.1752",77.3059889798367,0,0,1,1,0,1,1,0,1,1,0,0,0
"Height.1753",81.8245960739532,0,0,1,1,0,1,1,0,1,1,0,0,1
"Height.1754",80.9483959696182,0,0,1,1,0,1,1,0,1,1,0,1,0
"Height.1755",83.7206983451656,0,0,1,1,0,1,1,0,1,1,0,1,1
"Height.1756",80.7637886109665,0,0,1,1,0,1,1,0,1,1,1,0,0
"Height.1757",84.6967609943853,0,0,1,1,0,1,1,0,1,1,1,0,1
"Height.1758",82.8735471749477,0,0,1,1,0,1,1,0,1,1,1,1,0
"Height.1759",86.498931006315,0,0,1,1,0,1,1,0,1,1,1,1,1
"Height.1760",78.2368314831807,0,0,1,1,0,1,1,1,0,0,0,0,0
"Height.1761",81.6984931794512,0,0,1,1,0,1,1,1,0,0,0,0,1
"Height.1762",81.8648966337294,0,0,1,1,0,1,1,1,0,0,0,1,0
"Height.1763",84.2166288609488,0,0,1,1,0,1,1,1,0,0,0,1,1
"Height.1764",82.0606245362758,0,0,1,1,0,1,1,1,0,0,1,0,0
"Height.1765",84.3562044405882,0,0,1,1,0,1,1,1,0,0,1,0,1
"Height.1766",83.4861219786924,0,0,1,1,0,1,1,1,0,0,1,1,0
"Height.1767",87.9880354476505,0,0,1,1,0,1,1,1,0,0,1,1,1
"Height.1768",79.1149843273452,0,0,1,1,0,1,1,1,0,1,0,0,0
"Height.1769",82.0393004765155,0,0,1,1,0,1,1,1,0,1,0,0,1
"Height.1770",81.4316977098601,0,0,1,1,0,1,1,1,0,1,0,1,0
"Height.1771",86.1587315921215,0,0,1,1,0,1,1,1,0,1,0,1,1
"Height.1772",82.5790040517402,0,0,1,1,0,1,1,1,0,1,1,0,0
"Height.1773",85.2675345169504,0,0,1,1,0,1,1,1,0,1,1,0,1
"Height.1774",84.240205920181,0,0,1,1,0,1,1,1,0,1,1,1,0
"Height.1775",87.4303333700045,0,0,1,1,0,1,1,1,0,1,1,1,1
"Height.1776",81.1942403495832,0,0,1,1,0,1,1,1,1,0,0,0,0
"Height.1777",84.0762094142587,0,0,1,1,0,1,1,1,1,0,0,0,1
"Height.1778",82.5853036820204,0,0,1,1,0,1,1,1,1,0,0,1,0
"Height.1779",85.6554422746453,0,0,1,1,0,1,1,1,1,0,0,1,1
"Height.1780",83.6818922941365,0,0,1,1,0,1,1,1,1,0,1,0,0
"Height.1781",87.2699782709769,0,0,1,1,0,1,1,1,1,0,1,0,1
"Height.1782",85.4463129260275,0,0,1,1,0,1,1,1,1,0,1,1,0
"Height.1783",86.7813939030707,0,0,1,1,0,1,1,1,1,0,1,1,1
"Height.1784",81.2811769685286,0,0,1,1,0,1,1,1,1,1,0,0,0
"Height.1785",84.462311035544,0,0,1,1,0,1,1,1,1,1,0,0,1
"Height.1786",83.6927369404549,0,0,1,1,0,1,1,1,1,1,0,1,0
"Height.1787",86.0264702984201,0,0,1,1,0,1,1,1,1,1,0,1,1
"Height.1788",83.9897028764983,0,0,1,1,0,1,1,1,1,1,1,0,0
"Height.1789",87.3533898352073,0,0,1,1,0,1,1,1,1,1,1,0,1
"Height.1790",86.3376470629883,0,0,1,1,0,1,1,1,1,1,1,1,0
"Height.1791",88.4151794959052,0,0,1,1,0,1,1,1,1,1,1,1,1
"Height.1792",72.3937160484055,0,0,1,1,1,0,0,0,0,0,0,0,0
"Height.1793",75.2276389388287,0,0,1,1,1,0,0,0,0,0,0,0,1
"Height.1794",74.2174381106212,0,0,1,1,1,0,0,0,0,0,0,1,0
"Height.1795",77.4548256237891,0,0,1,1,1,0,0,0,0,0,0,1,1
"Height.1796",75.0464151303268,0,0,1,1,1,0,0,0,0,0,1,0,0
"Height.1797",77.8166772418324,0,0,1,1,1,0,0,0,0,0,1,0,1
"Height.1798",76.9107625620018,0,0,1,1,1,0,0,0,0,0,1,1,0
"Height.1799",79.5201753371387,0,0,1,1,1,0,0,0,0,0,1,1,1
"Height.1800",70.6107011936458,0,0,1,1,1,0,0,0,0,1,0,0,0
"Height.1801",76.229220842027,0,0,1,1,1,0,0,0,0,1,0,0,1
"Height.1802",75.7555647672355,0,0,1,1,1,0,0,0,0,1,0,1,0
"Height.1803",77.9030658302678,0,0,1,1,1,0,0,0,0,1,0,1,1
"Height.1804",74.7904528439932,0,0,1,1,1,0,0,0,0,1,1,0,0
"Height.1805",78.6836841740196,0,0,1,1,1,0,0,0,0,1,1,0,1
"Height.1806",77.3655824402456,0,0,1,1,1,0,0,0,0,1,1,1,0
"Height.1807",80.7143199945831,0,0,1,1,1,0,0,0,0,1,1,1,1
"Height.1808",73.0162154196331,0,0,1,1,1,0,0,0,1,0,0,0,0
"Height.1809",77.0139827360622,0,0,1,1,1,0,0,0,1,0,0,0,1
"Height.1810",75.3650536471566,0,0,1,1,1,0,0,0,1,0,0,1,0
"Height.1811",78.5788606840579,0,0,1,1,1,0,0,0,1,0,0,1,1
"Height.1812",76.1314961854315,0,0,1,1,1,0,0,0,1,0,1,0,0
"Height.1813",79.0173769052577,0,0,1,1,1,0,0,0,1,0,1,0,1
"Height.1814",78.5113633939634,0,0,1,1,1,0,0,0,1,0,1,1,0
"Height.1815",80.7261007909932,0,0,1,1,1,0,0,0,1,0,1,1,1
"Height.1816",72.793835227506,0,0,1,1,1,0,0,0,1,1,0,0,0
"Height.1817",76.8816014223838,0,0,1,1,1,0,0,0,1,1,0,0,1
"Height.1818",76.9873521724387,0,0,1,1,1,0,0,0,1,1,0,1,0
"Height.1819",79.2198047823707,0,0,1,1,1,0,0,0,1,1,0,1,1
"Height.1820",77.2255423116238,0,0,1,1,1,0,0,0,1,1,1,0,0
"Height.1821",80.2371273744839,0,0,1,1,1,0,0,0,1,1,1,0,1
"Height.1822",79.5091948209824,0,0,1,1,1,0,0,0,1,1,1,1,0
"Height.1823",81.9209207365397,0,0,1,1,1,0,0,0,1,1,1,1,1
"Height.1824",74.6131873284219,0,0,1,1,1,0,0,1,0,0,0,0,0
"Height.1825",77.3681221008263,0,0,1,1,1,0,0,1,0,0,0,0,1
"Height.1826",75.8058290835903,0,0,1,1,1,0,0,1,0,0,0,1,0
"Height.1827",79.7274904666673,0,0,1,1,1,0,0,1,0,0,0,1,1
"Height.1828",77.2382108558453,0,0,1,1,1,0,0,1,0,0,1,0,0
"Height.1829",80.953924190125,0,0,1,1,1,0,0,1,0,0,1,0,1
"Height.1830",78.7253695522242,0,0,1,1,1,0,0,1,0,0,1,1,0
"Height.1831",82.5880551616834,0,0,1,1,1,0,0,1,0,0,1,1,1
"Height.1832",75.6409648127788,0,0,1,1,1,0,0,1,0,1,0,0,0
"Height.1833",77.3238190361067,0,0,1,1,1,0,0,1,0,1,0,0,1
"Height.1834",76.9943015338946,0,0,1,1,1,0,0,1,0,1,0,1,0
"Height.1835",78.0595674369969,0,0,1,1,1,0,0,1,0,1,0,1,1
"Height.1836",76.9066375164072,0,0,1,1,1,0,0,1,0,1,1,0,0
"Height.1837",80.8626772318478,0,0,1,1,1,0,0,1,0,1,1,0,1
"Height.1838",79.1616731136355,0,0,1,1,1,0,0,1,0,1,1,1,0
"Height.1839",81.9178192630201,0,0,1,1,1,0,0,1,0,1,1,1,1
"Height.1840",77.0898055438358,0,0,1,1,1,0,0,1,1,0,0,0,0
"Height.1841",79.7777561613334,0,0,1,1,1,0,0,1,1,0,0,0,1
"Height.1842",77.6244100247284,0,0,1,1,1,0,0,1,1,0,0,1,0
"Height.1843",81.5883344898207,0,0,1,1,1,0,0,1,1,0,0,1,1
"Height.1844",76.3858008519437,0,0,1,1,1,0,0,1,1,0,1,0,0
"Height.1845",82.4429603067061,0,0,1,1,1,0,0,1,1,0,1,0,1
"Height.1846",81.0163562152229,0,0,1,1,1,0,0,1,1,0,1,1,0
"Height.1847",83.4889375007545,0,0,1,1,1,0,0,1,1,0,1,1,1
"Height.1848",76.1789344602644,0,0,1,1,1,0,0,1,1,1,0,0,0
"Height.1849",80.7679231627515,0,0,1,1,1,0,0,1,1,1,0,0,1
"Height.1850",77.5115751249486,0,0,1,1,1,0,0,1,1,1,0,1,0
"Height.1851",81.3090188218964,0,0,1,1,1,0,0,1,1,1,0,1,1
"Height.1852",80.1564192499037,0,0,1,1,1,0,0,1,1,1,1,0,0
"Height.1853",82.359671175036,0,0,1,1,1,0,0,1,1,1,1,0,1
"Height.1854",80.8200390066553,0,0,1,1,1,0,0,1,1,1,1,1,0
"Height.1855",84.6894905888549,0,0,1,1,1,0,0,1,1,1,1,1,1
"Height.1856",72.7810257814987,0,0,1,1,1,0,1,0,0,0,0,0,0
"Height.1857",78.5736984826095,0,0,1,1,1,0,1,0,0,0,0,0,1
"Height.1858",77.8065449818653,0,0,1,1,1,0,1,0,0,0,0,1,0
"Height.1859",80.5149243614305,0,0,1,1,1,0,1,0,0,0,0,1,1
"Height.1860",77.536803798968,0,0,1,1,1,0,1,0,0,0,1,0,0
"Height.1861",80.8750390042899,0,0,1,1,1,0,1,0,0,0,1,0,1
"Height.1862",78.6654884901546,0,0,1,1,1,0,1,0,0,0,1,1,0
"Height.1863",82.4458675610486,0,0,1,1,1,0,1,0,0,0,1,1,1
"Height.1864",76.4662022556533,0,0,1,1,1,0,1,0,0,1,0,0,0
"Height.1865",78.4979802579547,0,0,1,1,1,0,1,0,0,1,0,0,1
"Height.1866",77.5319028033723,0,0,1,1,1,0,1,0,0,1,0,1,0
"Height.1867",80.919239647266,0,0,1,1,1,0,1,0,0,1,0,1,1
"Height.1868",78.3939717693979,0,0,1,1,1,0,1,0,0,1,1,0,0
"Height.1869",82.228625123013,0,0,1,1,1,0,1,0,0,1,1,0,1
"Height.1870",78.8029360035581,0,0,1,1,1,0,1,0,0,1,1,1,0
"Height.1871",84.1800518637725,0,0,1,1,1,0,1,0,0,1,1,1,1
"Height.1872",76.5338569872579,0,0,1,1,1,0,1,0,1,0,0,0,0
"Height.1873",79.6295727446391,0,0,1,1,1,0,1,0,1,0,0,0,1
"Height.1874",78.0260347465528,0,0,1,1,1,0,1,0,1,0,0,1,0
"Height.1875",80.6131376927679,0,0,1,1,1,0,1,0,1,0,0,1,1
"Height.1876",79.8053019487513,0,0,1,1,1,0,1,0,1,0,1,0,0
"Height.1877",83.2577215585045,0,0,1,1,1,0,1,0,1,0,1,0,1
"Height.1878",78.9528674404733,0,0,1,1,1,0,1,0,1,0,1,1,0
"Height.1879",84.947142406016,0,0,1,1,1,0,1,0,1,0,1,1,1
"Height.1880",76.3008989359252,0,0,1,1,1,0,1,0,1,1,0,0,0
"Height.1881",80.1909832669792,0,0,1,1,1,0,1,0,1,1,0,0,1
"Height.1882",78.7724452595778,0,0,1,1,1,0,1,0,1,1,0,1,0
"Height.1883",83.2272154506725,0,0,1,1,1,0,1,0,1,1,0,1,1
"Height.1884",80.2796947961291,0,0,1,1,1,0,1,0,1,1,1,0,0
"Height.1885",82.9683427587939,0,0,1,1,1,0,1,0,1,1,1,0,1
"Height.1886",82.6452912367346,0,0,1,1,1,0,1,0,1,1,1,1,0
"Height.1887",85.6000523625088,0,0,1,1,1,0,1,0,1,1,1,1,1
"Height.1888",77.1456217446362,0,0,1,1,1,0,1,1,0,0,0,0,0
"Height.1889",80.3832352595915,0,0,1,1,1,0,1,1,0,0,0,0,1
"Height.1890",79.3804464326198,0,0,1,1,1,0,1,1,0,0,0,1,0
"Height.1891",83.6152862031865,0,0,1,1,1,0,1,1,0,0,0,1,1
"Height.1892",80.8505477380927,0,0,1,1,1,0,1,1,0,0,1,0,0
"Height.1893",84.4940421915142,0,0,1,1,1,0,1,1,0,0,1,0,1
"Height.1894",81.9961688287798,0,0,1,1,1,0,1,1,0,0,1,1,0
"Height.1895",85.9163784254448,0,0,1,1,1,0,1,1,0,0,1,1,1
"Height.1896",77.0846342487247,0,0,1,1,1,0,1,1,0,1,0,0,0
"Height.1897",81.5766331700769,0,0,1,1,1,0,1,1,0,1,0,0,1
"Height.1898",80.2700152691518,0,0,1,1,1,0,1,1,0,1,0,1,0
"Height.1899",84.4985127028795,0,0,1,1,1,0,1,1,0,1,0,1,1
"Height.1900",79.8981427988567,0,0,1,1,1,0,1,1,0,1,1,0,0
"Height.1901",84.7821031413412,0,0,1,1,1,0,1,1,0,1,1,0,1
"Height.1902",82.0144689650644,0,0,1,1,1,0,1,1,0,1,1,1,0
"Height.1903",86.9259304532446,0,0,1,1,1,0,1,1,0,1,1,1,1
"Height.1904",78.5189207669712,0,0,1,1,1,0,1,1,1,0,0,0,0
"Height.1905",82.5702362390846,0,0,1,1,1,0,1,1,1,0,0,0,1
"Height.1906",80.828971428214,0,0,1,1,1,0,1,1,1,0,0,1,0
"Height.1907",82.0521097578146,0,0,1,1,1,0,1,1,1,0,0,1,1
"Height.1908",81.2271532592905,0,0,1,1,1,0,1,1,1,0,1,0,0
"Height.1909",85.0947164239809,0,0,1,1,1,0,1,1,1,0,1,0,1
"Height.1910",84.8467593445387,0,0,1,1,1,0,1,1,1,0,1,1,0
"Height.1911",86.5186855696569,0,0,1,1,1,0,1,1,1,0,1,1,1
"Height.1912",78.6710950804516,0,0,1,1,1,0,1,1,1,1,0,0,0
"Height.1913",83.5869167020176,0,0,1,1,1,0,1,1,1,1,0,0,1
"Height.1914",81.3360041803014,0,0,1,1,1,0,1,1,1,1,0,1,0
"Height.1915",84.3967680038527,0,0,1,1,1,0,1,1,1,1,0,1,1
"Height.1916",83.2395121968435,0,0,1,1,1,0,1,1,1,1,1,0,0
"Height.1917",84.9470295597461,0,0,1,1,1,0,1,1,1,1,1,0,1
"Height.1918",84.2198717711696,0,0,1,1,1,0,1,1,1,1,1,1,0
"Height.1919",87.3745210981117,0,0,1,1,1,0,1,1,1,1,1,1,1
"Height.1920",73.792611091419,0,0,1,1,1,1,0,0,0,0,0,0,0
"Height.1921",77.5323464978016,0,0,1,1,1,1,0,0,0,0,0,0,1
"Height.1922",76.554020821902,0,0,1,1,1,1,0,0,0,0,0,1,0
"Height.1923",80.6524357989336,0,0,1,1,1,1,0,0,0,0,0,1,1
"Height.1924",75.8862962369676,0,0,1,1,1,1,0,0,0,0,1,0,0
"Height.1925",81.0706897525398,0,0,1,1,1,1,0,0,0,0,1,0,1
"Height.1926",80.3808845100947,0,0,1,1,1,1,0,0,0,0,1,1,0
"Height.1927",83.272271977409,0,0,1,1,1,1,0,0,0,0,1,1,1
"Height.1928",74.767972431016,0,0,1,1,1,1,0,0,0,1,0,0,0
"Height.1929",77.6104303734096,0,0,1,1,1,1,0,0,0,1,0,0,1
"Height.1930",78.3395590292367,0,0,1,1,1,1,0,0,0,1,0,1,0
"Height.1931",80.4036382859386,0,0,1,1,1,1,0,0,0,1,0,1,1
"Height.1932",78.2063177669358,0,0,1,1,1,1,0,0,0,1,1,0,0
"Height.1933",82.6217666568998,0,0,1,1,1,1,0,0,0,1,1,0,1
"Height.1934",79.7542916167597,0,0,1,1,1,1,0,0,0,1,1,1,0
"Height.1935",84.8115111120876,0,0,1,1,1,1,0,0,0,1,1,1,1
"Height.1936",77.2776151493888,0,0,1,1,1,1,0,0,1,0,0,0,0
"Height.1937",79.6989906453433,0,0,1,1,1,1,0,0,1,0,0,0,1
"Height.1938",78.9494330257162,0,0,1,1,1,1,0,0,1,0,0,1,0
"Height.1939",81.4757541944041,0,0,1,1,1,1,0,0,1,0,0,1,1
"Height.1940",79.5854442311897,0,0,1,1,1,1,0,0,1,0,1,0,0
"Height.1941",82.8308307023052,0,0,1,1,1,1,0,0,1,0,1,0,1
"Height.1942",81.1899261731539,0,0,1,1,1,1,0,0,1,0,1,1,0
"Height.1943",86.557897833192,0,0,1,1,1,1,0,0,1,0,1,1,1
"Height.1944",77.0430955505341,0,0,1,1,1,1,0,0,1,1,0,0,0
"Height.1945",81.0487073011989,0,0,1,1,1,1,0,0,1,1,0,0,1
"Height.1946",78.7189962379886,0,0,1,1,1,1,0,0,1,1,0,1,0
"Height.1947",81.7512539334478,0,0,1,1,1,1,0,0,1,1,0,1,1
"Height.1948",79.6699840017947,0,0,1,1,1,1,0,0,1,1,1,0,0
"Height.1949",83.1404945452594,0,0,1,1,1,1,0,0,1,1,1,0,1
"Height.1950",81.5692188214506,0,0,1,1,1,1,0,0,1,1,1,1,0
"Height.1951",86.426244310704,0,0,1,1,1,1,0,0,1,1,1,1,1
"Height.1952",77.1029508862661,0,0,1,1,1,1,0,1,0,0,0,0,0
"Height.1953",82.1847530284435,0,0,1,1,1,1,0,1,0,0,0,0,1
"Height.1954",79.2905219609547,0,0,1,1,1,1,0,1,0,0,0,1,0
"Height.1955",82.2522961925847,0,0,1,1,1,1,0,1,0,0,0,1,1
"Height.1956",80.4553825525601,0,0,1,1,1,1,0,1,0,0,1,0,0
"Height.1957",84.5228265315476,0,0,1,1,1,1,0,1,0,0,1,0,1
"Height.1958",82.2588708698965,0,0,1,1,1,1,0,1,0,0,1,1,0
"Height.1959",84.8048284320265,0,0,1,1,1,1,0,1,0,0,1,1,1
"Height.1960",78.6984914370802,0,0,1,1,1,1,0,1,0,1,0,0,0
"Height.1961",81.7767039198766,0,0,1,1,1,1,0,1,0,1,0,0,1
"Height.1962",80.2252355647917,0,0,1,1,1,1,0,1,0,1,0,1,0
"Height.1963",83.6939992358311,0,0,1,1,1,1,0,1,0,1,0,1,1
"Height.1964",81.2745990770082,0,0,1,1,1,1,0,1,0,1,1,0,0
"Height.1965",83.8510209261629,0,0,1,1,1,1,0,1,0,1,1,0,1
"Height.1966",82.443254111606,0,0,1,1,1,1,0,1,0,1,1,1,0
"Height.1967",86.5308647008878,0,0,1,1,1,1,0,1,0,1,1,1,1
"Height.1968",79.4720877326011,0,0,1,1,1,1,0,1,1,0,0,0,0
"Height.1969",81.7270688276725,0,0,1,1,1,1,0,1,1,0,0,0,1
"Height.1970",79.8976550280109,0,0,1,1,1,1,0,1,1,0,0,1,0
"Height.1971",83.9739882347372,0,0,1,1,1,1,0,1,1,0,0,1,1
"Height.1972",82.4233604751787,0,0,1,1,1,1,0,1,1,0,1,0,0
"Height.1973",85.8092846019222,0,0,1,1,1,1,0,1,1,0,1,0,1
"Height.1974",83.4868927552794,0,0,1,1,1,1,0,1,1,0,1,1,0
"Height.1975",87.1061765644373,0,0,1,1,1,1,0,1,1,0,1,1,1
"Height.1976",80.9278003553149,0,0,1,1,1,1,0,1,1,1,0,0,0
"Height.1977",83.6772364284018,0,0,1,1,1,1,0,1,1,1,0,0,1
"Height.1978",82.8510098413474,0,0,1,1,1,1,0,1,1,1,0,1,0
"Height.1979",85.0559241732351,0,0,1,1,1,1,0,1,1,1,0,1,1
"Height.1980",82.1100896139254,0,0,1,1,1,1,0,1,1,1,1,0,0
"Height.1981",85.8708529801676,0,0,1,1,1,1,0,1,1,1,1,0,1
"Height.1982",84.6825945308623,0,0,1,1,1,1,0,1,1,1,1,1,0
"Height.1983",88.2512605161437,0,0,1,1,1,1,0,1,1,1,1,1,1
"Height.1984",78.6213016458431,0,0,1,1,1,1,1,0,0,0,0,0,0
"Height.1985",82.1768680099866,0,0,1,1,1,1,1,0,0,0,0,0,1
"Height.1986",80.7050622925051,0,0,1,1,1,1,1,0,0,0,0,1,0
"Height.1987",84.4032527883843,0,0,1,1,1,1,1,0,0,0,0,1,1
"Height.1988",80.1566132209235,0,0,1,1,1,1,1,0,0,0,1,0,0
"Height.1989",84.9693888565437,0,0,1,1,1,1,1,0,0,0,1,0,1
"Height.1990",83.4048233167826,0,0,1,1,1,1,1,0,0,0,1,1,0
"Height.1991",86.7394563234206,0,0,1,1,1,1,1,0,0,0,1,1,1
"Height.1992",78.4595041862008,0,0,1,1,1,1,1,0,0,1,0,0,0
"Height.1993",81.1194816836271,0,0,1,1,1,1,1,0,0,1,0,0,1
"Height.1994",80.4222374247475,0,0,1,1,1,1,1,0,0,1,0,1,0
"Height.1995",85.2648903476371,0,0,1,1,1,1,1,0,0,1,0,1,1
"Height.1996",82.0129362070925,0,0,1,1,1,1,1,0,0,1,1,0,0
"Height.1997",84.9898736995333,0,0,1,1,1,1,1,0,0,1,1,0,1
"Height.1998",84.4077362798225,0,0,1,1,1,1,1,0,0,1,1,1,0
"Height.1999",86.3619935280901,0,0,1,1,1,1,1,0,0,1,1,1,1
"Height.2000",80.9188881003438,0,0,1,1,1,1,1,0,1,0,0,0,0
"Height.2001",82.7666148680412,0,0,1,1,1,1,1,0,1,0,0,0,1
"Height.2002",80.8463749399691,0,0,1,1,1,1,1,0,1,0,0,1,0
"Height.2003",85.0663395237686,0,0,1,1,1,1,1,0,1,0,0,1,1
"Height.2004",82.3217859221065,0,0,1,1,1,1,1,0,1,0,1,0,0
"Height.2005",85.3708924417406,0,0,1,1,1,1,1,0,1,0,1,0,1
"Height.2006",85.31309993764,0,0,1,1,1,1,1,0,1,0,1,1,0
"Height.2007",86.2851254681619,0,0,1,1,1,1,1,0,1,0,1,1,1
"Height.2008",81.4550076362083,0,0,1,1,1,1,1,0,1,1,0,0,0
"Height.2009",84.3618451831337,0,0,1,1,1,1,1,0,1,1,0,0,1
"Height.2010",81.1367252314573,0,0,1,1,1,1,1,0,1,1,0,1,0
"Height.2011",85.9069322995503,0,0,1,1,1,1,1,0,1,1,0,1,1
"Height.2012",83.6197933146263,0,0,1,1,1,1,1,0,1,1,1,0,0
